CityName,GeoAreaName,Place_Id,LastChangeDateTime,DaysFromUpdate,Description
Chicago,Chatham,66994,11/08/2016,176,Checked
Chicago,Gage Park,78869,11/08/2016,176,Checked
Chicago,Chatham,83303,11/08/2016,176,Checked
Chicago,Chatham,76707,11/08/2016,176,Checked
Chicago,Chatham,80387,11/08/2016,176,Checked
Chicago,East Garfield Park,88470,11/08/2016,176,Checked
Chicago,Chatham,69017,11/08/2016,176,Checked
Chicago,Near West Side,87179,11/08/2016,176,Checked
Chicago,Chatham,69018,11/08/2016,176,Checked
Chicago,Chatham,69882,11/08/2016,176,Checked
Chicago,East Garfield Park,87237,11/08/2016,176,Checked
Chicago,Near West Side,87185,11/08/2016,176,Checked
Chicago,Near West Side,87162,11/08/2016,176,Checked
Chicago,Chatham,78414,11/08/2016,176,Checked
Chicago,Chatham,76841,11/08/2016,176,Checked
Chicago,Chatham,70215,11/08/2016,176,Checked
Chicago,East Garfield Park,83998,11/08/2016,176,Checked
Chicago,East Garfield Park,83972,11/08/2016,176,Checked
Chicago,Chatham,30938,11/08/2016,176,Checked
Chicago,Near West Side,87177,11/08/2016,176,Checked
Chicago,South Chicago,71219,11/08/2016,176,Checked
Chicago,Near West Side,87180,11/08/2016,176,Checked
Chicago,East Garfield Park,28119,11/08/2016,176,Checked
Chicago,Chatham,61406,11/08/2016,176,Checked
Chicago,East Garfield Park,83946,11/08/2016,176,Checked
Chicago,East Garfield Park,88468,11/08/2016,176,Checked
Chicago,Chatham,78019,11/08/2016,176,Checked
Chicago,Near West Side,87166,11/08/2016,176,Checked
Chicago,Near West Side,87184,11/08/2016,176,Checked
Chicago,East Garfield Park,88162,11/08/2016,176,Checked
Chicago,South Chicago,80029,11/08/2016,176,Checked
Chicago,Near West Side,87182,11/08/2016,176,Checked
Chicago,East Garfield Park,28121,11/08/2016,176,Checked
Chicago,Near West Side,87167,11/08/2016,176,Checked
Chicago,East Garfield Park,88206,11/08/2016,176,Checked
Chicago,East Garfield Park,88213,11/08/2016,176,Checked
