PlaceId,GeoArea,MappedUser,assigned_wk,AssignedTeam
21622,Hyde Park,GhdeyY,1,HPNC
17113,South Lawndale,SanchezG,1,Enlace Chicago
27104,Riverdale,RosenjeB,1,CNH-Altgeld
16851,South Lawndale,CalderonD,1,Enlace Chicago
24785,South Chicago,OdeyaleR,1,Claretian Associates
24795,South Chicago,OdeyaleR,1,Claretian Associates
24872,South Chicago,OdeyaleR,1,Claretian Associates
21615,Hyde Park,GhdeyY,1,HPNC
16304,North Lawndale,SantanaL,1,BUILD Chicago
25081,Calumet Heights,OdeyaleR,1,Claretian Associates
21585,Hyde Park,GhdeyY,1,HPNC
24190,Auburn Gresham,HallK,1,GAGDC
12041,Grand Boulevard,OkereS,1,CNH-Bronzeville
12998,Riverdale,TuJul,1,CNH-Altgeld
21554,Hyde Park,GhdeyY,1,HPNC
24601,South Chicago,OdeyaleR,1,Claretian Associates
21592,Hyde Park,CaraballoG,1,HPNC
21651,Hyde Park,CaraballoG,1,HPNC
24519,South Chicago,OdeyaleR,1,Claretian Associates
21749,Hyde Park,TripathiA,1,HPNC
15881,Auburn Gresham,HallK,1,GAGDC
13979,North Lawndale,SantanaL,1,BUILD Chicago
24621,Auburn Gresham,RobinsonC,1,GAGDC
13794,North Lawndale,SantanaL,1,BUILD Chicago
24933,Auburn Gresham,RobinsonC,1,GAGDC
13304,Auburn Gresham,HallK,1,GAGDC
21948,Hyde Park,GhdeyY,1,HPNC
14418,Auburn Gresham,RobinsonC,1,GAGDC
15612,South Lawndale,SanchezG,1,Enlace Chicago
14511,Mckinley Park,SingletonO,1,Sinai
14716,Auburn Gresham,RobinsonC,1,GAGDC
22001,Hyde Park,GhdeyY,1,HPNC
15841,South Lawndale,SanchezG,1,Enlace Chicago
13972,North Lawndale,SantanaL,1,BUILD Chicago
15755,Auburn Gresham,RobinsonC,1,GAGDC
13758,North Lawndale,SantanaL,1,BUILD Chicago
27161,Riverdale,JonesJ,1,CNH-Altgeld
13759,North Lawndale,SantanaL,1,BUILD Chicago
15840,South Lawndale,SanchezG,1,Enlace Chicago
11868,Auburn Gresham,RobinsonC,1,GAGDC
31306,Auburn Gresham,HallK,1,GAGDC
15796,South Lawndale,SanchezG,1,Enlace Chicago
13021,Auburn Gresham,RobinsonC,1,GAGDC
24786,South Chicago,OdeyaleR,1,Claretian Associates
13210,Auburn Gresham,RobinsonC,1,GAGDC
13901,Auburn Gresham,RobinsonC,1,GAGDC
15795,South Lawndale,SanchezG,1,Enlace Chicago
12311,Auburn Gresham,HallK,1,GAGDC
31288,Auburn Gresham,LumumbaA,1,GAGDC
22302,Hyde Park,GhdeyY,1,HPNC
15404,South Lawndale,CalderonD,1,Enlace Chicago
31294,Auburn Gresham,HallK,1,GAGDC
22331,Hyde Park,GhdeyY,1,HPNC
19151,Mckinley Park,SingletonO,1,Sinai
12595,North Lawndale,SantanaL,1,BUILD Chicago
15373,South Lawndale,SanchezG,1,Enlace Chicago
24484,South Chicago,OdeyaleR,1,Claretian Associates
12065,Grand Boulevard,OsowaT,1,CNH-Bronzeville
29900,Riverdale,JonesJ,1,CNH-Altgeld
19112,Mckinley Park,SingletonO,1,Sinai
16909,South Lawndale,CalderonD,1,Enlace Chicago
24625,South Chicago,OdeyaleR,1,Claretian Associates
17090,South Lawndale,CalderonD,1,Enlace Chicago
15723,Auburn Gresham,LumumbaA,1,GAGDC
24845,South Chicago,OdeyaleR,1,Claretian Associates
17124,South Lawndale,SanchezG,1,Enlace Chicago
20228,North Lawndale,SantanaL,1,BUILD Chicago
12008,Grand Boulevard,OkereS,1,CNH-Bronzeville
24972,Auburn Gresham,RobinsonC,1,GAGDC
31208,Auburn Gresham,HallK,1,GAGDC
15403,South Lawndale,CalderonD,1,Enlace Chicago
19692,North Lawndale,SantanaL,1,BUILD Chicago
24856,South Chicago,OdeyaleR,1,Claretian Associates
15969,Mckinley Park,SingletonO,1,Sinai
31073,Auburn Gresham,HallK,1,GAGDC
15393,South Lawndale,CalderonD,1,Enlace Chicago
31075,Auburn Gresham,LumumbaA,1,GAGDC
22400,Hyde Park,GhdeyY,1,HPNC
22445,Hyde Park,GhdeyY,1,HPNC
16246,South Lawndale,CalderonD,1,Enlace Chicago
25177,South Chicago,OdeyaleR,1,Claretian Associates
16278,South Lawndale,CalderonD,1,Enlace Chicago
22440,Hyde Park,CaraballoG,1,HPNC
22460,Hyde Park,GhdeyY,1,HPNC
25096,South Chicago,OdeyaleR,1,Claretian Associates
17000,South Lawndale,CalderonD,1,Enlace Chicago
16744,South Lawndale,SanchezG,1,Enlace Chicago
31123,Auburn Gresham,HallK,1,GAGDC
11810,Grand Boulevard,OkereS,1,CNH-Bronzeville
17576,South Lawndale,CalderonD,1,Enlace Chicago
24706,South Chicago,OdeyaleR,1,Claretian Associates
31126,Auburn Gresham,HallK,1,GAGDC
31121,Auburn Gresham,LumumbaA,1,GAGDC
24682,South Chicago,OdeyaleR,1,Claretian Associates
11779,Grand Boulevard,OkereS,1,CNH-Bronzeville
25506,Washington Heights,GipsonA,1,D2F
25505,Washington Heights,GrabowskiN,1,D2F
22318,Hyde Park,TripathiA,1,HPNC
19844,South Lawndale,SanchezG,1,Enlace Chicago
25540,Washington Heights,GipsonA,1,D2F
24517,South Chicago,OdeyaleR,1,Claretian Associates
19399,South Lawndale,SanchezG,1,Enlace Chicago
25641,Washington Heights,GrabowskiN,1,D2F
31097,Auburn Gresham,HallK,1,GAGDC
22172,Hyde Park,GhdeyY,1,HPNC
24690,South Chicago,OdeyaleR,1,Claretian Associates
25699,Washington Heights,GrabowskiN,1,D2F
25606,Washington Heights,GipsonA,1,D2F
24970,South Chicago,OdeyaleR,1,Claretian Associates
25332,Washington Heights,GrabowskiN,1,D2F
25051,South Chicago,OdeyaleR,1,Claretian Associates
24305,Auburn Gresham,HallK,1,GAGDC
31231,Auburn Gresham,LumumbaA,1,GAGDC
24326,Auburn Gresham,HallK,1,GAGDC
24317,Auburn Gresham,HallK,1,GAGDC
24866,Auburn Gresham,RobinsonC,1,GAGDC
25358,Washington Heights,GrabowskiN,1,D2F
24378,Auburn Gresham,LumumbaA,1,GAGDC
25400,Washington Heights,GipsonA,1,D2F
27025,Riverdale,RosenjeB,1,CNH-Altgeld
25194,South Chicago,OdeyaleR,1,Claretian Associates
13555,North Lawndale,SantanaL,1,BUILD Chicago
21934,Hyde Park,GhdeyY,1,HPNC
21869,Hyde Park,GhdeyY,1,HPNC
31163,Auburn Gresham,LumumbaA,1,GAGDC
21868,Hyde Park,CaraballoG,1,HPNC
25091,Auburn Gresham,HallK,1,GAGDC
27171,Riverdale,JonesJ,1,CNH-Altgeld
31196,Auburn Gresham,RobinsonC,1,GAGDC
21870,Hyde Park,GhdeyY,1,HPNC
25257,South Chicago,OdeyaleR,1,Claretian Associates
21871,Hyde Park,GhdeyY,1,HPNC
21867,Hyde Park,GhdeyY,1,HPNC
16719,South Lawndale,CalderonD,1,Enlace Chicago
21858,Hyde Park,GhdeyY,1,HPNC
25106,South Chicago,OdeyaleR,1,Claretian Associates
11708,Grand Boulevard,OkereS,1,CNH-Bronzeville
31197,Auburn Gresham,RobinsonC,1,GAGDC
31198,Auburn Gresham,HallK,1,GAGDC
18324,Mckinley Park,SingletonO,1,Sinai
11732,Grand Boulevard,OkereS,1,CNH-Bronzeville
31240,Auburn Gresham,HallK,1,GAGDC
31239,Auburn Gresham,RobinsonC,1,GAGDC
21576,Hyde Park,GhdeyY,1,HPNC
14852,North Lawndale,SantanaL,1,BUILD Chicago
27089,Riverdale,RosenjeB,1,CNH-Altgeld
31154,Auburn Gresham,RobinsonC,1,GAGDC
19256,Mckinley Park,SingletonO,1,Sinai
25692,Washington Heights,GrabowskiN,1,D2F
24862,South Chicago,OdeyaleR,1,Claretian Associates
25555,Washington Heights,GipsonA,1,D2F
25497,Washington Heights,GrabowskiN,1,D2F
24433,South Chicago,OdeyaleR,1,Claretian Associates
25433,Washington Heights,GrabowskiN,1,D2F
25548,Washington Heights,GipsonA,1,D2F
25009,South Chicago,OdeyaleR,1,Claretian Associates
11086,Grand Boulevard,OkereS,1,CNH-Bronzeville
27016,Riverdale,TuJul,1,CNH-Altgeld
16625,South Lawndale,SanchezG,1,Enlace Chicago
16685,South Lawndale,CalderonD,1,Enlace Chicago
25410,South Chicago,OdeyaleR,1,Claretian Associates
16664,South Lawndale,CalderonD,1,Enlace Chicago
25438,South Chicago,OdeyaleR,1,Claretian Associates
25328,Washington Heights,GipsonA,1,D2F
25435,South Chicago,OdeyaleR,1,Claretian Associates
25370,South Chicago,OdeyaleR,1,Claretian Associates
25340,South Chicago,OdeyaleR,1,Claretian Associates
25282,South Chicago,OdeyaleR,1,Claretian Associates
16630,South Lawndale,CalderonD,1,Enlace Chicago
25309,South Chicago,OdeyaleR,1,Claretian Associates
27029,Riverdale,TuJul,1,CNH-Altgeld
16444,South Lawndale,CalderonD,1,Enlace Chicago
16116,South Lawndale,SanchezG,1,Enlace Chicago
25175,South Chicago,OdeyaleR,1,Claretian Associates
27054,Riverdale,RosenjeB,1,CNH-Altgeld
25132,South Chicago,OdeyaleR,1,Claretian Associates
29906,Riverdale,TuJul,1,CNH-Altgeld
29905,Riverdale,JonesJ,1,CNH-Altgeld
19650,North Lawndale,SantanaL,1,BUILD Chicago
19748,North Lawndale,SantanaL,1,BUILD Chicago
21614,Hyde Park,GhdeyY,1,HPNC
22126,Hyde Park,TripathiA,1,HPNC
22127,Hyde Park,TripathiA,1,HPNC
22237,Hyde Park,TripathiA,1,HPNC
22319,Hyde Park,TripathiA,1,HPNC
22281,Hyde Park,CaraballoG,1,HPNC
22296,Hyde Park,TripathiA,1,HPNC
22321,Hyde Park,GhdeyY,1,HPNC
22322,Hyde Park,GhdeyY,1,HPNC
22342,Hyde Park,GhdeyY,1,HPNC
22343,Hyde Park,GhdeyY,1,HPNC
22380,Hyde Park,GhdeyY,1,HPNC
22381,Hyde Park,TripathiA,1,HPNC
22382,Hyde Park,TripathiA,1,HPNC
22429,Hyde Park,CaraballoG,1,HPNC
22456,Hyde Park,GhdeyY,1,HPNC
22441,Hyde Park,CaraballoG,1,HPNC
22423,Hyde Park,TripathiA,1,HPNC
22379,Hyde Park,CaraballoG,1,HPNC
22416,Hyde Park,GhdeyY,1,HPNC
22426,Hyde Park,GhdeyY,1,HPNC
22544,Hyde Park,TripathiA,1,HPNC
22505,Hyde Park,GhdeyY,1,HPNC
82880,Auburn Gresham,LumumbaA,1,GAGDC
67720,South Lawndale,CalderonD,1,Enlace Chicago
80529,Auburn Gresham,LumumbaA,1,GAGDC
68290,South Lawndale,CalderonD,1,Enlace Chicago
82207,Auburn Gresham,LumumbaA,1,GAGDC
76644,South Lawndale,CalderonD,1,Enlace Chicago
29140,Austin,SantanaL,1,BUILD Chicago
71353,South Lawndale,SanchezG,1,Enlace Chicago
80302,Auburn Gresham,LumumbaA,1,GAGDC
65854,South Lawndale,CalderonD,1,Enlace Chicago
61114,South Lawndale,SanchezG,1,Enlace Chicago
72728,Auburn Gresham,LumumbaA,1,GAGDC
67981,South Lawndale,CalderonD,1,Enlace Chicago
77266,South Lawndale,SanchezG,1,Enlace Chicago
75754,Auburn Gresham,LumumbaA,1,GAGDC
29144,Austin,SantanaL,1,BUILD Chicago
78844,South Lawndale,SanchezG,1,Enlace Chicago
75026,South Lawndale,CalderonD,1,Enlace Chicago
67998,South Lawndale,CalderonD,1,Enlace Chicago
63719,South Lawndale,SanchezG,1,Enlace Chicago
68041,South Lawndale,CalderonD,1,Enlace Chicago
73185,South Lawndale,SanchezG,1,Enlace Chicago
61238,Auburn Gresham,LumumbaA,1,GAGDC
61300,South Lawndale,CalderonD,1,Enlace Chicago
77424,South Lawndale,SanchezG,1,Enlace Chicago
81411,South Lawndale,CalderonD,1,Enlace Chicago
71559,South Lawndale,SanchezG,1,Enlace Chicago
68479,South Lawndale,SanchezG,1,Enlace Chicago
78658,South Lawndale,CalderonD,1,Enlace Chicago
74763,South Lawndale,SanchezG,1,Enlace Chicago
71635,Auburn Gresham,LumumbaA,1,GAGDC
76863,South Lawndale,SanchezG,1,Enlace Chicago
65338,Grand Boulevard,OkereS,1,CNH-Bronzeville
77370,South Lawndale,SanchezG,1,Enlace Chicago
76880,South Lawndale,SanchezG,1,Enlace Chicago
65218,Auburn Gresham,HartmanM,1,GAGDC
66670,South Lawndale,SanchezG,1,Enlace Chicago
29135,Austin,SantanaL,1,BUILD Chicago
68037,South Lawndale,SanchezG,1,Enlace Chicago
31193,Auburn Gresham,LumumbaA,1,GAGDC
70268,South Lawndale,SanchezG,1,Enlace Chicago
64431,Auburn Gresham,LumumbaA,1,GAGDC
75088,South Lawndale,CalderonD,1,Enlace Chicago
64971,Grand Boulevard,OkereS,1,CNH-Bronzeville
31141,Auburn Gresham,LumumbaA,1,GAGDC
64804,South Lawndale,SanchezG,1,Enlace Chicago
79945,South Lawndale,PallaresA,1,Enlace Chicago
70631,Auburn Gresham,LumumbaA,1,GAGDC
29131,Austin,SantanaL,1,BUILD Chicago
82981,Auburn Gresham,LumumbaA,1,GAGDC
68391,South Lawndale,PallaresA,1,Enlace Chicago
64762,Grand Boulevard,OkereS,1,CNH-Bronzeville
66160,Auburn Gresham,RobinsonC,1,GAGDC
31152,Auburn Gresham,LumumbaA,1,GAGDC
75536,Auburn Gresham,RobinsonC,1,GAGDC
68951,Auburn Gresham,LumumbaA,1,GAGDC
65785,Auburn Gresham,HallK,1,GAGDC
63559,Auburn Gresham,LumumbaA,1,GAGDC
66949,South Lawndale,PallaresA,1,Enlace Chicago
79907,Auburn Gresham,LumumbaA,1,GAGDC
80782,South Lawndale,CalderonD,1,Enlace Chicago
63715,Auburn Gresham,LumumbaA,1,GAGDC
73765,Auburn Gresham,LumumbaA,1,GAGDC
79834,Auburn Gresham,HallK,1,GAGDC
65689,Auburn Gresham,LumumbaA,1,GAGDC
74156,South Lawndale,SanchezG,1,Enlace Chicago
67176,Grand Boulevard,OkereS,1,CNH-Bronzeville
68692,South Lawndale,SanchezG,1,Enlace Chicago
29126,Austin,SantanaL,1,BUILD Chicago
67094,Grand Boulevard,OkereS,1,CNH-Bronzeville
72890,South Lawndale,CalderonD,1,Enlace Chicago
77171,Auburn Gresham,HallK,1,GAGDC
83178,Auburn Gresham,LumumbaA,1,GAGDC
64686,South Lawndale,CalderonD,1,Enlace Chicago
66586,South Lawndale,SanchezG,1,Enlace Chicago
78757,Auburn Gresham,LumumbaA,1,GAGDC
77981,Grand Boulevard,RollinsD,1,CNH-Bronzeville
83517,South Lawndale,PallaresA,1,Enlace Chicago
68949,Auburn Gresham,LumumbaA,1,GAGDC
80795,South Lawndale,PallaresA,1,Enlace Chicago
63541,South Lawndale,SanchezG,1,Enlace Chicago
63552,Auburn Gresham,LumumbaA,1,GAGDC
31424,Auburn Gresham,LumumbaA,1,GAGDC
72049,Auburn Gresham,HartmanM,1,GAGDC
80540,Grand Boulevard,RollinsD,1,CNH-Bronzeville
70269,South Lawndale,PallaresA,1,Enlace Chicago
27037,Austin,WilliamsM,1,BUILD Chicago
80086,Auburn Gresham,HartmanM,1,GAGDC
81158,South Lawndale,PallaresA,1,Enlace Chicago
82777,South Lawndale,SanchezG,1,Enlace Chicago
62681,Auburn Gresham,RobinsonC,1,GAGDC
76252,South Lawndale,PallaresA,1,Enlace Chicago
29109,Austin,SantanaL,1,BUILD Chicago
72396,Auburn Gresham,HallK,1,GAGDC
68203,Auburn Gresham,RobinsonC,1,GAGDC
71347,Grand Boulevard,OkereS,1,CNH-Bronzeville
67491,Washington Park,TripathiA,1,HPNC
77210,South Lawndale,CalderonD,1,Enlace Chicago
64875,South Lawndale,SanchezG,1,Enlace Chicago
72734,Auburn Gresham,HallK,1,GAGDC
81035,Auburn Gresham,LumumbaA,1,GAGDC
71724,South Lawndale,CalderonD,1,Enlace Chicago
65052,South Lawndale,SanchezG,1,Enlace Chicago
78868,South Lawndale,SanchezG,1,Enlace Chicago
69527,South Lawndale,PallaresA,1,Enlace Chicago
72855,Grand Boulevard,RollinsD,1,CNH-Bronzeville
81229,Auburn Gresham,HartmanM,1,GAGDC
67660,South Lawndale,CalderonD,1,Enlace Chicago
67019,Auburn Gresham,HallK,1,GAGDC
73957,Auburn Gresham,HallK,1,GAGDC
68567,Auburn Gresham,RobinsonC,1,GAGDC
72308,Grand Boulevard,OkereS,1,CNH-Bronzeville
76139,South Chicago,OdeyaleR,1,Claretian Associates
74641,South Lawndale,SanchezG,1,Enlace Chicago
66084,Auburn Gresham,LumumbaA,1,GAGDC
79112,Auburn Gresham,LumumbaA,1,GAGDC
74324,Auburn Gresham,HallK,1,GAGDC
66283,South Lawndale,SanchezG,1,Enlace Chicago
73080,South Lawndale,SanchezG,1,Enlace Chicago
73951,South Chicago,WashingtonM,1,Claretian Associates
74597,South Lawndale,PallaresA,1,Enlace Chicago
77233,South Lawndale,SanchezG,1,Enlace Chicago
70387,Grand Boulevard,OkereS,1,CNH-Bronzeville
83016,Washington Park,TripathiA,1,HPNC
86132,Near West Side,WrightA,1,NWDC
70491,South Lawndale,CalderonD,1,Enlace Chicago
61165,Grand Boulevard,OsowaT,1,CNH-Bronzeville
32013,West Pullman,TuJul,1,CNH-Altgeld
72086,South Lawndale,PallaresA,1,Enlace Chicago
81542,Auburn Gresham,HartmanM,1,GAGDC
83114,South Lawndale,CalderonD,1,Enlace Chicago
61156,Auburn Gresham,HallK,1,GAGDC
63510,South Chicago,WashingtonM,1,Claretian Associates
29063,Austin,SantanaL,1,BUILD Chicago
82186,Grand Boulevard,RollinsD,1,CNH-Bronzeville
86129,Near West Side,WrightA,1,NWDC
82746,Auburn Gresham,HallK,1,GAGDC
73575,South Lawndale,SanchezG,1,Enlace Chicago
82695,South Chicago,WashingtonM,1,Claretian Associates
70620,Grand Boulevard,OkereS,1,CNH-Bronzeville
74564,South Lawndale,SanchezG,1,Enlace Chicago
80241,Grand Boulevard,RollinsD,1,CNH-Bronzeville
68148,South Lawndale,PallaresA,1,Enlace Chicago
83159,Auburn Gresham,HallK,1,GAGDC
62795,Auburn Gresham,LumumbaA,1,GAGDC
70508,Grand Boulevard,OkereS,1,CNH-Bronzeville
65612,South Lawndale,SanchezG,1,Enlace Chicago
67886,South Lawndale,CalderonD,1,Enlace Chicago
63054,South Chicago,LanierA,1,Claretian Associates
78839,South Chicago,LanierA,1,Claretian Associates
69284,Grand Boulevard,OsowaT,1,CNH-Bronzeville
61453,Grand Boulevard,RollinsD,1,CNH-Bronzeville
83689,South Lawndale,SanchezG,1,Enlace Chicago
78820,Auburn Gresham,LumumbaA,1,GAGDC
64011,Auburn Gresham,LumumbaA,1,GAGDC
69478,Grand Boulevard,OsowaT,1,CNH-Bronzeville
77337,South Chicago,OdeyaleR,1,Claretian Associates
67515,Auburn Gresham,HallK,1,GAGDC
81969,South Lawndale,PallaresA,1,Enlace Chicago
74806,South Chicago,LanierA,1,Claretian Associates
62450,Auburn Gresham,LumumbaA,1,GAGDC
86134,Near West Side,WrightA,1,NWDC
79105,Auburn Gresham,RobinsonC,1,GAGDC
70244,South Lawndale,PallaresA,1,Enlace Chicago
86135,Near West Side,WrightA,1,NWDC
86136,Near West Side,AlzamliA,1,NWDC
73027,South Lawndale,SanchezG,1,Enlace Chicago
62928,South Lawndale,SanchezG,1,Enlace Chicago
73115,South Lawndale,SanchezG,1,Enlace Chicago
66900,South Lawndale,CalderonD,1,Enlace Chicago
79985,South Chicago,OdeyaleR,1,Claretian Associates
77614,Grand Boulevard,RollinsD,1,CNH-Bronzeville
79261,South Lawndale,PallaresA,1,Enlace Chicago
62414,South Chicago,CortezJ,1,Claretian Associates
85698,Near West Side,CiprianoG,1,NWDC
63247,Auburn Gresham,RobinsonC,1,GAGDC
80378,South Lawndale,CalderonD,1,Enlace Chicago
63332,South Lawndale,SanchezG,1,Enlace Chicago
69155,South Chicago,CortezJ,1,Claretian Associates
62117,Auburn Gresham,HallK,1,GAGDC
74063,Auburn Gresham,RobinsonC,1,GAGDC
71748,South Chicago,WashingtonM,1,Claretian Associates
79167,South Chicago,CortezJ,1,Claretian Associates
