PlaceId,GeoArea,MappedUser,assigned_wk,AssignedTeam
79147,Archer Heights,PallaresA,2,Enlace Chicago
29095,Austin,WilliamsM,2,BUILD Chicago
33591,West Englewood,HartmanM,2,GAGDC
84609,Morgan Park,TuJul,2,CNH-Altgeld
30146,Woodlawn,TripathiA,2,HPNC
86870,Near West Side,WrightA,2,NWDC
62965,South Shore,WashingtonM,2,Claretian Associates
30137,Woodlawn,GhdeyY,2,HPNC
31726,Roseland,CollumM,2,Matt - Dem2Fem
72894,West Englewood,HallK,2,GAGDC
66967,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
33662,West Englewood,HartmanM,2,GAGDC
80036,South Shore,CortezJ,2,Claretian Associates
74515,Archer Heights,PallaresA,2,Enlace Chicago
87441,Near West Side,AlzamliA,2,NWDC
78780,Roseland,GipsonA,2,Ariel - Dem2Fem
69531,South Shore,WashingtonM,2,Claretian Associates
33655,West Englewood,HartmanM,2,GAGDC
30154,Woodlawn,GhdeyY,2,HPNC
76596,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
86872,Near West Side,WrightA,2,NWDC
28928,Austin,SantanaL,2,BUILD Chicago
78785,Roseland,GipsonA,2,Ariel - Dem2Fem
66651,Mckinley Park,OmarF,2,Sinai
64571,South Shore,CortezJ,2,Claretian Associates
78586,West Englewood,HallK,2,GAGDC
86877,Near West Side,WrightA,2,NWDC
30465,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
87444,Near West Side,AlzamliA,2,NWDC
33556,West Englewood,HartmanM,2,GAGDC
30011,Woodlawn,GhdeyY,2,HPNC
61084,Roseland,GipsonA,2,Ariel - Dem2Fem
83202,South Shore,WashingtonM,2,Claretian Associates
78049,Mckinley Park,OmarF,2,Sinai
82547,Archer Heights,CalderonD,2,Enlace Chicago
87443,Near West Side,AlzamliA,2,NWDC
68677,Roseland,GipsonA,2,Ariel - Dem2Fem
87445,Near West Side,AlzamliA,2,NWDC
33875,West Englewood,HartmanM,2,GAGDC
28942,Austin,SantanaL,2,BUILD Chicago
70945,Archer Heights,PallaresA,2,Enlace Chicago
85035,Morgan Park,TuJul,2,CNH-Altgeld
31725,Roseland,CollumM,2,Matt - Dem2Fem
31751,Roseland,CollumM,2,Matt - Dem2Fem
30132,Woodlawn,GhdeyY,2,HPNC
74482,Archer Heights,CalderonD,2,Enlace Chicago
69673,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
33549,West Englewood,HartmanM,2,GAGDC
69279,Mckinley Park,SingletonO,2,Sinai
87765,Near West Side,CiprianoG,2,NWDC
65323,Roseland,GipsonA,2,Ariel - Dem2Fem
30624,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
87755,Near West Side,CiprianoG,2,NWDC
30017,Woodlawn,GhdeyY,2,HPNC
86873,Near West Side,WrightA,2,NWDC
86876,Near West Side,WrightA,2,NWDC
87429,Near West Side,AlzamliA,2,NWDC
68486,West Englewood,HallK,2,GAGDC
29145,Austin,WilliamsM,2,BUILD Chicago
87437,Near West Side,AlzamliA,2,NWDC
76934,Roseland,GipsonA,2,Ariel - Dem2Fem
61153,South Shore,WashingtonM,2,Claretian Associates
78819,Woodlawn,CaraballoG,2,HPNC
30143,Woodlawn,GhdeyY,2,HPNC
77687,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
31713,Roseland,CollumM,2,Matt - Dem2Fem
71493,Archer Heights,PallaresA,2,Enlace Chicago
76033,Woodlawn,CaraballoG,2,HPNC
66657,West Englewood,HallK,2,GAGDC
77072,Woodlawn,TripathiA,2,HPNC
28953,Austin,SantanaL,2,BUILD Chicago
78270,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
86868,Near West Side,WrightA,2,NWDC
29176,Austin,WilliamsM,2,BUILD Chicago
71684,Woodlawn,CaraballoG,2,HPNC
75095,Archer Heights,SanchezG,2,Enlace Chicago
30210,Woodlawn,GhdeyY,2,HPNC
73859,Archer Heights,CalderonD,2,Enlace Chicago
29154,Austin,WilliamsM,2,BUILD Chicago
69794,Woodlawn,TripathiA,2,HPNC
87433,Near West Side,AlzamliA,2,NWDC
84635,Morgan Park,TuJul,2,CNH-Altgeld
86867,Near West Side,WrightA,2,NWDC
31778,Roseland,CollumM,2,Matt - Dem2Fem
68844,Woodlawn,CaraballoG,2,HPNC
63526,Archer Heights,PallaresA,2,Enlace Chicago
87436,Near West Side,AlzamliA,2,NWDC
65646,Woodlawn,CaraballoG,2,HPNC
82087,Mckinley Park,SavageM,2,Sinai
79659,Roseland,GrabowskiN,2,Nicole - Dem2Fem
64920,Archer Heights,PallaresA,2,Enlace Chicago
86878,Near West Side,WrightA,2,NWDC
79078,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
78479,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
30008,Woodlawn,TripathiA,2,HPNC
30039,Woodlawn,CaraballoG,2,HPNC
87438,Near West Side,AlzamliA,2,NWDC
31898,Roseland,CollumM,2,Matt - Dem2Fem
66931,Archer Heights,PallaresA,2,Enlace Chicago
87430,Near West Side,AlzamliA,2,NWDC
85066,Morgan Park,TuJul,2,CNH-Altgeld
31777,Roseland,CollumM,2,Matt - Dem2Fem
87768,Near West Side,CiprianoG,2,NWDC
86875,Near West Side,WrightA,2,NWDC
66997,Roseland,GrabowskiN,2,Nicole - Dem2Fem
63071,Roseland,CollumM,2,Matt - Dem2Fem
75164,South Shore,WashingtonM,2,Claretian Associates
66622,Roseland,GipsonA,2,Ariel - Dem2Fem
76220,Mckinley Park,SingletonO,2,Sinai
30173,Woodlawn,TripathiA,2,HPNC
72206,Woodlawn,CaraballoG,2,HPNC
68965,Archer Heights,PallaresA,2,Enlace Chicago
70169,Archer Heights,CalderonD,2,Enlace Chicago
30191,Woodlawn,GhdeyY,2,HPNC
86869,Near West Side,WrightA,2,NWDC
87434,Near West Side,AlzamliA,2,NWDC
78899,Archer Heights,SanchezG,2,Enlace Chicago
73255,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
77737,Archer Heights,PallaresA,2,Enlace Chicago
76463,Archer Heights,SanchezG,2,Enlace Chicago
79617,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
86874,Near West Side,WrightA,2,NWDC
30199,Woodlawn,GhdeyY,2,HPNC
87435,Near West Side,AlzamliA,2,NWDC
62162,Greater Grand Crossing,OkereS,2,CNH-Bronzeville
87769,Near West Side,CiprianoG,2,NWDC
70015,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
86871,Near West Side,WrightA,2,NWDC
79333,Roseland,GrabowskiN,2,Nicole - Dem2Fem
30208,Woodlawn,GhdeyY,2,HPNC
72054,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
66459,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
87424,Near West Side,AlzamliA,2,NWDC
30092,Woodlawn,TripathiA,2,HPNC
71106,Archer Heights,SanchezG,2,Enlace Chicago
31676,Roseland,CollumM,2,Matt - Dem2Fem
61098,Archer Heights,SanchezG,2,Enlace Chicago
87422,Near West Side,AlzamliA,2,NWDC
71485,South Shore,WashingtonM,2,Claretian Associates
30352,South Shore,OdeyaleR,2,Claretian Associates
80104,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
61420,Woodlawn,CaraballoG,2,HPNC
30091,Woodlawn,TripathiA,2,HPNC
65168,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
79314,South Shore,WashingtonM,2,Claretian Associates
30200,Woodlawn,GhdeyY,2,HPNC
79560,Woodlawn,CaraballoG,2,HPNC
30214,Woodlawn,GhdeyY,2,HPNC
30562,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
82803,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
87759,Near West Side,CiprianoG,2,NWDC
79561,Woodlawn,CaraballoG,2,HPNC
87431,Near West Side,AlzamliA,2,NWDC
74551,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
87414,Near West Side,AlzamliA,2,NWDC
86865,Near West Side,WrightA,2,NWDC
79540,Mckinley Park,OmarF,2,Sinai
30066,Woodlawn,TripathiA,2,HPNC
30625,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
79341,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
67699,Mckinley Park,OmarF,2,Sinai
70373,South Shore,CortezJ,2,Claretian Associates
85243,Morgan Park,TuJul,2,CNH-Altgeld
72898,Mckinley Park,SingletonO,2,Sinai
81291,Archer Heights,PallaresA,2,Enlace Chicago
31716,Roseland,CollumM,2,Matt - Dem2Fem
85171,Morgan Park,JonesJ,2,CNH-Altgeld
80601,Mckinley Park,OmarF,2,Sinai
30042,Woodlawn,TripathiA,2,HPNC
30544,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
86866,Near West Side,WrightA,2,NWDC
72306,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
84809,Morgan Park,JonesJ,2,CNH-Altgeld
65521,Mckinley Park,OmarF,2,Sinai
62723,South Shore,CortezJ,2,Claretian Associates
87416,Near West Side,AlzamliA,2,NWDC
72790,Woodlawn,CaraballoG,2,HPNC
81308,Woodlawn,CaraballoG,2,HPNC
64241,Archer Heights,SanchezG,2,Enlace Chicago
86864,Near West Side,WrightA,2,NWDC
87413,Near West Side,AlzamliA,2,NWDC
77394,Roseland,GrabowskiN,2,Nicole - Dem2Fem
30043,Woodlawn,TripathiA,2,HPNC
84869,Morgan Park,TuJul,2,CNH-Altgeld
84659,Morgan Park,TuJul,2,CNH-Altgeld
65202,Woodlawn,CaraballoG,2,HPNC
66095,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
30626,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
30045,Woodlawn,TripathiA,2,HPNC
30559,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
81779,Greater Grand Crossing,OkereS,2,CNH-Bronzeville
81140,Archer Heights,CalderonD,2,Enlace Chicago
87411,Near West Side,AlzamliA,2,NWDC
77864,Mckinley Park,OmarF,2,Sinai
68372,South Shore,CortezJ,2,Claretian Associates
71173,Archer Heights,CalderonD,2,Enlace Chicago
31712,Roseland,CollumM,2,Matt - Dem2Fem
87412,Near West Side,AlzamliA,2,NWDC
77919,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
30627,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
84933,Morgan Park,ParkerK,2,CNH-Altgeld
85024,Morgan Park,JonesJ,2,CNH-Altgeld
83391,Woodlawn,TripathiA,2,HPNC
64873,South Shore,CortezJ,2,Claretian Associates
75976,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
64866,Woodlawn,CaraballoG,2,HPNC
30198,Woodlawn,GhdeyY,2,HPNC
66856,Woodlawn,CaraballoG,2,HPNC
73678,Woodlawn,TripathiA,2,HPNC
69899,Archer Heights,SanchezG,2,Enlace Chicago
85245,Morgan Park,TuJul,2,CNH-Altgeld
87417,Near West Side,AlzamliA,2,NWDC
86863,Near West Side,WrightA,2,NWDC
30633,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
30189,Woodlawn,GhdeyY,2,HPNC
79567,West Englewood,RobinsonC,2,GAGDC
87440,Near West Side,AlzamliA,2,NWDC
82015,Greater Grand Crossing,OkereS,2,CNH-Bronzeville
78012,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
31673,Roseland,CollumM,2,Matt - Dem2Fem
74437,West Englewood,RobinsonC,2,GAGDC
80872,Archer Heights,SanchezG,2,Enlace Chicago
87772,Near West Side,CiprianoG,2,NWDC
85183,Morgan Park,TuJul,2,CNH-Altgeld
30096,Woodlawn,GhdeyY,2,HPNC
30044,Woodlawn,TripathiA,2,HPNC
61234,South Shore,OdeyaleR,2,Claretian Associates
71640,Archer Heights,CalderonD,2,Enlace Chicago
61954,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
68644,Woodlawn,CaraballoG,2,HPNC
28989,Austin,SantanaL,2,BUILD Chicago
63423,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
61411,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
76544,West Englewood,HallK,2,GAGDC
81813,Mckinley Park,OmarF,2,Sinai
77982,Woodlawn,CaraballoG,2,HPNC
61364,Woodlawn,CaraballoG,2,HPNC
72405,South Shore,OdeyaleR,2,Claretian Associates
65645,Archer Heights,SanchezG,2,Enlace Chicago
81341,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
28992,Austin,SantanaL,2,BUILD Chicago
30063,Woodlawn,TripathiA,2,HPNC
30103,Woodlawn,GhdeyY,2,HPNC
68055,Archer Heights,CalderonD,2,Enlace Chicago
77105,Woodlawn,CaraballoG,2,HPNC
64305,Greater Grand Crossing,OkereS,2,CNH-Bronzeville
75107,South Shore,CortezJ,2,Claretian Associates
27683,Austin,OliveK,2,BUILD Chicago
76925,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
77904,Archer Heights,CalderonD,2,Enlace Chicago
77838,Mckinley Park,OmarF,2,Sinai
71614,West Englewood,HallK,2,GAGDC
31679,Roseland,CollumM,2,Matt - Dem2Fem
30093,Woodlawn,GhdeyY,2,HPNC
86862,Near West Side,WrightA,2,NWDC
81116,Archer Heights,CalderonD,2,Enlace Chicago
79682,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
62103,West Englewood,HallK,2,GAGDC
87408,Near West Side,AlzamliA,2,NWDC
63985,South Shore,WashingtonM,2,Claretian Associates
86861,Near West Side,WrightA,2,NWDC
79596,Greater Grand Crossing,OkereS,2,CNH-Bronzeville
62050,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
33858,West Englewood,RobinsonC,2,GAGDC
30120,Woodlawn,GhdeyY,2,HPNC
29033,Austin,SantanaL,2,BUILD Chicago
80295,Woodlawn,TripathiA,2,HPNC
28997,Austin,SantanaL,2,BUILD Chicago
78336,Woodlawn,CaraballoG,2,HPNC
81381,Archer Heights,CalderonD,2,Enlace Chicago
27692,Austin,OliveK,2,BUILD Chicago
83199,Greater Grand Crossing,OkereS,2,CNH-Bronzeville
86860,Near West Side,WrightA,2,NWDC
79182,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
70370,South Shore,CortezJ,2,Claretian Associates
66921,South Shore,CortezJ,2,Claretian Associates
69095,Woodlawn,CaraballoG,2,HPNC
66034,South Shore,CortezJ,2,Claretian Associates
87410,Near West Side,AlzamliA,2,NWDC
79398,South Shore,OdeyaleR,2,Claretian Associates
74663,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
80345,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
30215,Woodlawn,GhdeyY,2,HPNC
33749,West Englewood,RobinsonC,2,GAGDC
83208,Woodlawn,CaraballoG,2,HPNC
75034,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
72783,Roseland,GrabowskiN,2,Nicole - Dem2Fem
69252,Mckinley Park,OmarF,2,Sinai
82821,Archer Heights,CalderonD,2,Enlace Chicago
87409,Near West Side,AlzamliA,2,NWDC
68454,Archer Heights,CalderonD,2,Enlace Chicago
69555,South Shore,CortezJ,2,Claretian Associates
76066,South Shore,OdeyaleR,2,Claretian Associates
76024,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
73601,South Shore,CortezJ,2,Claretian Associates
87748,Near West Side,CiprianoG,2,NWDC
68160,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
81288,South Shore,CortezJ,2,Claretian Associates
74955,West Englewood,HallK,2,GAGDC
29314,Austin,WilliamsM,2,BUILD Chicago
30113,Woodlawn,GhdeyY,2,HPNC
61761,South Shore,OdeyaleR,2,Claretian Associates
33678,West Englewood,RobinsonC,2,GAGDC
87406,Near West Side,AlzamliA,2,NWDC
30090,Woodlawn,TripathiA,2,HPNC
64434,Archer Heights,CalderonD,2,Enlace Chicago
66176,Archer Heights,CalderonD,2,Enlace Chicago
78173,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
86859,Near West Side,WrightA,2,NWDC
72233,South Shore,CortezJ,2,Claretian Associates
75971,Roseland,GipsonA,2,Ariel - Dem2Fem
87745,Near West Side,CiprianoG,2,NWDC
72662,Archer Heights,CalderonD,2,Enlace Chicago
84788,Morgan Park,TuJul,2,CNH-Altgeld
75798,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
75350,West Englewood,LumumbaA,2,GAGDC
82836,South Shore,CortezJ,2,Claretian Associates
82219,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
29326,Austin,WilliamsM,2,BUILD Chicago
29295,Austin,WilliamsM,2,BUILD Chicago
33635,West Englewood,RobinsonC,2,GAGDC
65949,Woodlawn,CaraballoG,2,HPNC
65834,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
76251,South Shore,CortezJ,2,Claretian Associates
30110,Woodlawn,GhdeyY,2,HPNC
79064,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
72502,West Englewood,LumumbaA,2,GAGDC
70452,South Shore,OdeyaleR,2,Claretian Associates
87407,Near West Side,AlzamliA,2,NWDC
29072,Austin,SantanaL,2,BUILD Chicago
80172,West Englewood,HallK,2,GAGDC
82357,South Shore,CortezJ,2,Claretian Associates
69363,South Shore,OdeyaleR,2,Claretian Associates
29325,Austin,WilliamsM,2,BUILD Chicago
29298,Austin,WilliamsM,2,BUILD Chicago
69426,West Englewood,LumumbaA,2,GAGDC
63848,Roseland,GrabowskiN,2,Nicole - Dem2Fem
85285,Morgan Park,TuJul,2,CNH-Altgeld
84943,Morgan Park,JonesJ,2,CNH-Altgeld
81146,South Shore,OdeyaleR,2,Claretian Associates
87405,Near West Side,AlzamliA,2,NWDC
86855,Near West Side,WrightA,2,NWDC
61807,Woodlawn,TripathiA,2,HPNC
82499,Archer Heights,CalderonD,2,Enlace Chicago
87747,Near West Side,CiprianoG,2,NWDC
68061,Archer Heights,CalderonD,2,Enlace Chicago
29329,Austin,WilliamsM,2,BUILD Chicago
84799,Morgan Park,TuJul,2,CNH-Altgeld
29301,Austin,WilliamsM,2,BUILD Chicago
76145,West Englewood,RobinsonC,2,GAGDC
81569,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
33317,West Englewood,RobinsonC,2,GAGDC
71841,Woodlawn,CaraballoG,2,HPNC
81735,Archer Heights,CalderonD,2,Enlace Chicago
30121,Woodlawn,GhdeyY,2,HPNC
86858,Near West Side,WrightA,2,NWDC
78698,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
64327,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
83318,South Shore,OdeyaleR,2,Claretian Associates
65547,Roseland,GrabowskiN,2,Nicole - Dem2Fem
62546,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
30176,Woodlawn,GhdeyY,2,HPNC
84645,Morgan Park,JonesJ,2,CNH-Altgeld
30406,South Shore,OdeyaleR,2,Claretian Associates
79465,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
86856,Near West Side,WrightA,2,NWDC
79066,West Englewood,LumumbaA,2,GAGDC
75385,Woodlawn,CaraballoG,2,HPNC
33474,West Englewood,RobinsonC,2,GAGDC
84819,Morgan Park,TuJul,2,CNH-Altgeld
66262,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
29139,Austin,SantanaL,2,BUILD Chicago
30426,South Shore,OdeyaleR,2,Claretian Associates
75301,South Shore,CortezJ,2,Claretian Associates
86857,Near West Side,WrightA,2,NWDC
29331,Austin,WilliamsM,2,BUILD Chicago
83513,South Shore,CortezJ,2,Claretian Associates
65647,Woodlawn,CaraballoG,2,HPNC
70043,Woodlawn,TripathiA,2,HPNC
71662,West Englewood,LumumbaA,2,GAGDC
84831,Morgan Park,TuJul,2,CNH-Altgeld
81406,South Shore,OdeyaleR,2,Claretian Associates
61282,South Shore,OdeyaleR,2,Claretian Associates
68808,Woodlawn,CaraballoG,2,HPNC
72892,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
87743,Near West Side,CiprianoG,2,NWDC
71089,South Shore,OdeyaleR,2,Claretian Associates
63467,South Shore,OdeyaleR,2,Claretian Associates
70138,West Englewood,LumumbaA,2,GAGDC
83563,Woodlawn,CaraballoG,2,HPNC
78451,Mckinley Park,OmarF,2,Sinai
76005,West Englewood,HallK,2,GAGDC
30185,Woodlawn,GhdeyY,2,HPNC
87744,Near West Side,CiprianoG,2,NWDC
86850,Near West Side,WrightA,2,NWDC
80340,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
81438,South Shore,OdeyaleR,2,Claretian Associates
77927,South Shore,WashingtonM,2,Claretian Associates
29992,Woodlawn,TripathiA,2,HPNC
78492,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
29168,Austin,SantanaL,2,BUILD Chicago
64060,Mckinley Park,OmarF,2,Sinai
77770,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
63087,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
30181,Woodlawn,GhdeyY,2,HPNC
78119,Woodlawn,CaraballoG,2,HPNC
76631,South Shore,WashingtonM,2,Claretian Associates
62396,Roseland,GipsonA,2,Ariel - Dem2Fem
29142,Austin,SantanaL,2,BUILD Chicago
73398,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
70112,West Englewood,LumumbaA,2,GAGDC
29157,Austin,SantanaL,2,BUILD Chicago
77663,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
86853,Near West Side,WrightA,2,NWDC
83388,Woodlawn,CaraballoG,2,HPNC
67852,West Englewood,RobinsonC,2,GAGDC
74088,Woodlawn,TripathiA,2,HPNC
76523,Mckinley Park,SingletonO,2,Sinai
30152,Woodlawn,GhdeyY,2,HPNC
66680,Mckinley Park,OmarF,2,Sinai
86846,Near West Side,WrightA,2,NWDC
65187,West Englewood,LumumbaA,2,GAGDC
85060,Morgan Park,TuJul,2,CNH-Altgeld
80032,South Shore,CortezJ,2,Claretian Associates
67849,West Englewood,RobinsonC,2,GAGDC
82282,Woodlawn,CaraballoG,2,HPNC
66724,South Shore,WashingtonM,2,Claretian Associates
79286,West Englewood,RobinsonC,2,GAGDC
65695,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
86849,Near West Side,WrightA,2,NWDC
86845,Near West Side,WrightA,2,NWDC
30180,Woodlawn,GhdeyY,2,HPNC
86847,Near West Side,WrightA,2,NWDC
87746,Near West Side,CiprianoG,2,NWDC
69126,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
71298,Woodlawn,CaraballoG,2,HPNC
33845,West Englewood,RobinsonC,2,GAGDC
29997,Woodlawn,TripathiA,2,HPNC
66344,Archer Heights,SanchezG,2,Enlace Chicago
31707,Roseland,CollumM,2,Matt - Dem2Fem
86854,Near West Side,WrightA,2,NWDC
63086,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
29419,Austin,WilliamsM,2,BUILD Chicago
70910,South Shore,WashingtonM,2,Claretian Associates
30187,Woodlawn,GhdeyY,2,HPNC
29999,Woodlawn,TripathiA,2,HPNC
85189,Morgan Park,ParkerK,2,CNH-Altgeld
78545,West Englewood,RobinsonC,2,GAGDC
82010,Roseland,GipsonA,2,Ariel - Dem2Fem
86848,Near West Side,WrightA,2,NWDC
27750,Austin,OliveK,2,BUILD Chicago
62094,South Shore,CortezJ,2,Claretian Associates
62696,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
64984,Mckinley Park,OmarF,2,Sinai
75171,South Shore,CortezJ,2,Claretian Associates
30166,Woodlawn,GhdeyY,2,HPNC
65535,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
71642,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
69986,Archer Heights,SanchezG,2,Enlace Chicago
29376,Austin,WilliamsM,2,BUILD Chicago
30172,Woodlawn,GhdeyY,2,HPNC
81206,Archer Heights,SanchezG,2,Enlace Chicago
31709,Roseland,CollumM,2,Matt - Dem2Fem
30160,Woodlawn,GhdeyY,2,HPNC
70544,South Shore,WashingtonM,2,Claretian Associates
81946,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
81474,West Englewood,HallK,2,GAGDC
84915,Morgan Park,ParkerK,2,CNH-Altgeld
29428,Austin,WilliamsM,2,BUILD Chicago
86844,Near West Side,WrightA,2,NWDC
75692,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
67182,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
85149,Morgan Park,JonesJ,2,CNH-Altgeld
84902,Morgan Park,TuJul,2,CNH-Altgeld
81056,Mckinley Park,SingletonO,2,Sinai
66049,West Englewood,LumumbaA,2,GAGDC
79888,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
85039,Morgan Park,JonesJ,2,CNH-Altgeld
74680,West Englewood,LumumbaA,2,GAGDC
76113,West Englewood,RobinsonC,2,GAGDC
85129,Morgan Park,JonesJ,2,CNH-Altgeld
63304,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
29433,Austin,WilliamsM,2,BUILD Chicago
30035,Woodlawn,GhdeyY,2,HPNC
72005,South Shore,WashingtonM,2,Claretian Associates
69107,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
61914,West Englewood,HallK,2,GAGDC
73922,West Englewood,RobinsonC,2,GAGDC
85151,Morgan Park,JonesJ,2,CNH-Altgeld
80511,West Englewood,LumumbaA,2,GAGDC
75167,South Shore,LanierA,2,Claretian Associates
86851,Near West Side,WrightA,2,NWDC
80013,West Englewood,HallK,2,GAGDC
72775,West Englewood,LumumbaA,2,GAGDC
33622,West Englewood,RobinsonC,2,GAGDC
76460,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
29442,Austin,WilliamsM,2,BUILD Chicago
72887,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
85170,Morgan Park,JonesJ,2,CNH-Altgeld
63410,South Shore,CortezJ,2,Claretian Associates
29990,Woodlawn,TripathiA,2,HPNC
30032,Woodlawn,TripathiA,2,HPNC
30012,Woodlawn,GhdeyY,2,HPNC
86852,Near West Side,WrightA,2,NWDC
29459,Austin,WilliamsM,2,BUILD Chicago
62492,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
27908,Austin,OliveK,2,BUILD Chicago
27884,Austin,OliveK,2,BUILD Chicago
65816,South Shore,CortezJ,2,Claretian Associates
87742,Near West Side,CiprianoG,2,NWDC
29465,Austin,WilliamsM,2,BUILD Chicago
85339,Morgan Park,JonesJ,2,CNH-Altgeld
76110,West Englewood,HallK,2,GAGDC
68792,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
30023,Woodlawn,GhdeyY,2,HPNC
29471,Austin,WilliamsM,2,BUILD Chicago
84646,Morgan Park,TuJul,2,CNH-Altgeld
82161,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
68882,West Englewood,HallK,2,GAGDC
81435,Greater Grand Crossing,OsowaT,2,CNH-Bronzeville
66380,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
78569,Archer Heights,PallaresA,2,Enlace Chicago
30083,Woodlawn,GhdeyY,2,HPNC
74436,West Englewood,HallK,2,GAGDC
70562,Mckinley Park,OmarF,2,Sinai
29479,Austin,WilliamsM,2,BUILD Chicago
82164,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
29993,Woodlawn,TripathiA,2,HPNC
79653,West Englewood,LumumbaA,2,GAGDC
71083,Roseland,GipsonA,2,Ariel - Dem2Fem
27918,Austin,OliveK,2,BUILD Chicago
61137,Roseland,CollumM,2,Matt - Dem2Fem
85335,Morgan Park,JonesJ,2,CNH-Altgeld
84754,Morgan Park,TuJul,2,CNH-Altgeld
84716,Morgan Park,TuJul,2,CNH-Altgeld
83640,Mckinley Park,SingletonO,2,Sinai
29486,Austin,WilliamsM,2,BUILD Chicago
73900,Woodlawn,GhdeyY,2,HPNC
74342,Greater Grand Crossing,RollinsD,2,CNH-Bronzeville
